RedFighter,BlueFighter,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,Date,Location,Country,TitleBout,WeightClass,Gender,NumberOfRounds,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,LoseStreakDif,WinStreakDif,LongestWinStreakDif,WinDif,LossDif,TotalRoundDif,TotalTitleBoutDif,KODif,SubDif,HeightDif,ReachDif,AgeDif,SigStrDif,AvgSubAttDif,AvgTDDif,BetterRank,Finish,FinishRound,FinishRoundTime,TotalFightTimeSecs,label
Hakeem Dawodu,Kyle Bochniak,-200.0,170.0,50.0,170.0,2018-12-08,"Toronto, Ontario, Canada", Canada,False,Featherweight,MALE,3,1,0,0,38.4,0.324,0.0,1.0,0.146,1,3,15,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,145,0,1,0,39.0,0.72,0.0,0.0,0.0,1,1,4,0,0,0,1,0,0,0,1,Orthodox,172.72,185.42,145,27,31,-1,-1,0,1,-2,11,0,0,0,-2.54,-7.62,-4,-0.6,0.0,1.0,neither,S-DEC,3.0,5:00,900.0,0
Jimi Manuwa,Thiago Santos,160.0,-185.0,160.0,54.0541,2018-12-08,"Toronto, Ontario, Canada", Canada,False,Light Heavyweight,MALE,3,0,2,0,31.5625,0.459,0.0625,0.375,0.151,4,5,27,0,0,0,2,9,0,0,11,Orthodox,187.96,193.04,205,2,0,0,26.0,0.527,0.2,0.3,0.1,3,4,19,0,0,0,1,3,0,2,6,Orthodox,185.42,200.66,205,38,34,2,2,1,5,-1,8,0,4,0,2.54,-7.62,4,5.5625,-0.1375,0.075,Red,KO/TKO,2.0,0:41,341.0,1
Claudia Gadelha,Nina Ansaroff,-310.0,255.0,32.2581,255.0,2018-12-08,"Toronto, Ontario, Canada", Canada,False,Women's Strawweight,FEMALE,3,0,3,0,71.0,0.474,0.8,0.4,0.3,3,2,15,0,0,0,2,0,1,0,3,Orthodox,165.1,162.56,115,0,1,0,47.625,0.403,1.0,3.875,0.608,2,3,24,1,0,1,3,0,1,0,5,Orthodox,162.56,160.02,115,30,33,0,2,1,-2,1,-9,-1,0,0,2.54,2.54,-3,23.375,-0.2,-3.475,Red,U-DEC,3.0,5:00,900.0,1
Olivier Aubin-Mercier,Gilbert Burns,-135.0,115.0,74.0741,115.0,2018-12-08,"Toronto, Ontario, Canada", Canada,False,Lightweight,MALE,3,1,0,0,26.7778,0.417,0.5556,1.4444,0.457,3,3,19,0,0,0,1,2,3,0,6,Orthodox,177.8,180.34,155,1,0,0,30.0,0.543,0.5,2.3,0.289,4,3,26,1,0,1,1,1,4,0,7,Southpaw,175.26,177.8,155,29,32,0,0,-1,-1,0,-7,-1,1,-1,2.54,2.54,-3,-3.2222,0.0556,-0.8556,neither,U-DEC,3.0,5:00,900.0,1
Katlyn Chookagian,Jessica Eye,-235.0,195.0,42.5532,195.0,2018-12-08,"Toronto, Ontario, Canada", Canada,False,Women's Flyweight,FEMALE,3,0,2,0,48.0,0.397,0.7778,0.5556,0.25,2,6,26,0,0,1,1,0,0,1,3,Orthodox,167.64,167.64,125,0,3,0,60.4,0.29,0.2,0.0,0.0,3,1,15,0,0,1,3,0,0,0,4,Orthodox,175.26,172.72,125,29,32,0,-1,-1,-1,-5,11,0,1,0,-7.62,-5.08,-3,-12.4,0.5778,0.5556,Red,S-DEC,3.0,5:00,900.0,1
Elias Theodorou,Eryk Anders,-125.0,105.0,80.0,105.0,2018-12-08,"Toronto, Ontario, Canada", Canada,False,Middleweight,MALE,3,1,0,0,41.6,0.536,0.2,2.4,0.374,2,2,15,0,0,0,1,2,0,0,3,Southpaw,185.42,190.5,185,0,2,0,54.1111,0.416,0.0,1.4444,0.296,3,2,25,1,0,0,5,2,0,0,7,Orthodox,185.42,190.5,185,30,31,-1,-2,-1,-4,0,-10,-1,0,0,0.0,0.0,-1,-12.5111,0.2,0.9556,Red,S-DEC,3.0,5:00,900.0,0
Brad Katona,Matthew Lopez,-160.0,140.0,62.5,140.0,2018-12-08,"Toronto, Ontario, Canada", Canada,False,Bantamweight,MALE,3,2,0,0,28.6,0.536,1.0,2.2,0.7,2,3,12,0,0,0,1,1,0,0,2,Southpaw,170.18,175.26,135,0,1,0,71.0,0.63,0.0,2.0,0.28,1,0,3,1,0,0,1,0,0,0,1,Orthodox,167.64,162.56,135,26,31,-2,-1,1,1,-3,9,-1,1,0,2.54,12.7,-5,-42.4,1.0,0.2,neither,U-DEC,3.0,5:00,900.0,0
Chad Laprise,Dhiego Lima,-400.0,325.0,25.0,325.0,2018-12-08,"Toronto, Ontario, Canada", Canada,False,Welterweight,MALE,3,4,0,0,17.1667,0.52,0.6667,1.0,0.125,1,5,11,2,0,0,1,0,0,0,1,Orthodox,187.96,187.96,170,1,0,0,44.6667,0.442,0.0,0.6667,0.286,3,3,19,1,0,1,2,3,0,0,6,Orthodox,177.8,180.34,170,32,29,-3,0,-2,-5,-2,-8,1,-3,0,10.16,7.62,3,-27.5,0.6667,0.3333,neither,KO/TKO,1.0,1:37,97.0,1
Devin Clark,Aleksandar Rakic,435.0,-570.0,435.0,17.5439,2018-12-08,"Toronto, Ontario, Canada", Canada,False,Light Heavyweight,MALE,3,0,2,0,75.0,0.51,0.0,1.5,0.375,2,0,6,0,0,0,2,0,0,0,2,Orthodox,193.04,198.12,205,0,1,0,38.8,0.582,0.2,2.6,0.472,2,2,12,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,205,28,26,0,1,0,-1,2,-6,0,0,0,10.16,7.62,2,36.2,-0.2,-1.1,neither,KO/TKO,1.0,4:05,245.0,1
Junior Dos Santos,Tai Tuivasa,-160.0,140.0,62.5,140.0,2018-12-01,"Adelaide, South Australia, Australia", Australia,False,Heavyweight,MALE,5,0,3,0,38.0,0.6,0.0,0.0,0.0,3,0,5,0,0,0,1,2,0,0,3,Southpaw,187.96,190.5,264,0,1,0,59.3529,0.521,0.0588,0.2941,0.206,9,4,47,5,0,0,5,8,0,0,13,Orthodox,193.04,195.58,238,34,25,0,2,-6,-10,4,-42,-5,-6,0,-5.08,-5.08,9,-21.3529,-0.0588,-0.2941,Red,KO/TKO,2.0,2:30,450.0,0
Mauricio Rua,Tyson Pedro,415.0,-525.0,415.0,19.0476,2018-12-01,"Adelaide, South Australia, Australia", Australia,False,Light Heavyweight,MALE,3,1,0,0,15.8,0.612,0.6,0.4,0.2,2,2,7,0,0,0,0,1,2,0,3,Orthodox,190.5,200.66,205,1,0,0,38.7778,0.499,0.2222,1.1667,0.215,3,9,45,3,0,1,1,7,0,0,9,Orthodox,185.42,193.04,205,37,27,0,0,-1,-6,7,-38,-3,-6,2,5.08,7.62,10,-22.9778,0.3778,-0.7667,Red,KO/TKO,3.0,0:43,643.0,0
Mark Hunt,Justin Willis,-110.0,-110.0,90.9091,90.9091,2018-12-01,"Adelaide, South Australia, Australia", Australia,False,Heavyweight,MALE,3,0,3,0,50.0,0.587,0.0,1.3333,0.417,3,0,7,0,0,0,2,1,0,0,3,Southpaw,185.42,198.12,264,2,0,0,27.0588,0.417,0.0588,0.4118,0.2,4,9,43,1,0,0,1,7,0,0,8,Orthodox,177.8,182.88,265,44,31,2,3,-1,-5,9,-36,-1,-6,0,7.62,15.24,13,22.9412,-0.0588,0.9216,Red,U-DEC,3.0,5:00,900.0,1
Jake Matthews,Anthony Rocco Martin,-150.0,130.0,66.6667,130.0,2018-12-01,"Adelaide, South Australia, Australia", Australia,False,Welterweight,MALE,3,0,2,0,33.6,0.388,1.0,0.8,0.248,3,4,26,0,0,0,3,1,2,0,6,Orthodox,182.88,185.42,170,0,3,0,31.0,0.462,0.6,1.7,0.455,3,3,22,0,0,1,1,0,4,1,7,Orthodox,180.34,185.42,170,24,28,0,-1,0,-1,-1,4,0,0,-2,2.54,0.0,-4,2.6,0.4,-0.9,neither,SUB,3.0,1:19,679.0,1
Yushin Okami,Aleksei Kunchenko,250.0,-300.0,250.0,33.3333,2018-12-01,"Adelaide, South Australia, Australia", Australia,False,Welterweight,MALE,3,0,1,0,44.0,0.28,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,170,0,1,0,25.15,0.384,0.45,1.65,0.368,4,6,52,1,0,2,7,4,0,1,14,Southpaw,187.96,190.5,170,37,34,0,0,-3,-13,6,-49,-1,-5,0,-15.24,-12.7,3,18.85,-0.45,-0.65,neither,U-DEC,3.0,5:00,900.0,1
Wilson Reis,Ben Nguyen,125.0,-145.0,125.0,68.9655,2018-12-01,"Adelaide, South Australia, Australia", Australia,False,Flyweight,MALE,3,1,0,0,28.5,0.452,0.6667,0.1667,0.167,2,2,11,0,0,0,1,1,2,0,4,Switch,165.1,165.1,125,3,0,0,21.6364,0.325,0.4545,3.9091,0.397,3,5,28,1,0,0,4,0,2,0,6,Southpaw,162.56,165.1,125,33,30,2,0,-1,-2,3,-17,-1,1,0,2.54,0.0,3,6.8636,0.2121,-3.7424,Red,U-DEC,3.0,5:00,900.0,0
Keita Nakamura,Salim Touahri,-155.0,135.0,64.5161,135.0,2018-12-01,"Adelaide, South Australia, Australia", Australia,False,Welterweight,MALE,3,1,0,0,35.0,0.47,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,1,0,0,29.6667,0.354,0.4444,2.0,0.526,1,6,26,0,0,1,0,0,2,0,3,Southpaw,180.34,185.42,170,34,29,0,0,-1,-3,5,-23,0,0,-2,-2.54,-2.54,5,5.3333,-0.4444,-2.0,neither,S-DEC,3.0,5:00,900.0,0
Mizuto Hirota,Christos Giagos,310.0,-370.0,310.0,27.027,2018-12-01,"Adelaide, South Australia, Australia", Australia,False,Lightweight,MALE,3,2,0,0,17.0,0.343,0.25,0.25,0.25,1,3,7,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,2,0,0,58.0,0.38,0.0,1.5,0.375,1,5,18,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,155,37,28,0,0,0,0,2,-11,0,0,1,7.62,10.16,9,-41.0,0.25,-1.25,neither,U-DEC,3.0,5:00,900.0,1
Rafael Dos Anjos,Kamaru Usman,270.0,-330.0,270.0,30.303,2018-11-30,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,5,0,8,0,49.625,0.52,0.25,3.5,0.366,8,0,23,1,0,0,6,1,1,0,8,Switch,182.88,193.04,170,1,0,0,47.36,0.449,0.56,1.8,0.308,5,8,69,4,0,0,10,4,3,0,17,Southpaw,172.72,177.8,170,34,31,1,8,3,-9,8,-46,-3,-3,-2,10.16,15.24,3,2.265,-0.31,1.7,Red,U-DEC,5.0,5:00,1500.0,1
Pedro Munhoz,Bryan Caraway,-290.0,245.0,34.4828,245.0,2018-11-30,"Las Vegas, Nevada, USA", USA,False,Bantamweight,MALE,3,1,0,0,32.1111,0.326,0.6667,2.1111,0.356,2,3,25,0,0,1,1,0,4,0,6,Orthodox,172.72,172.72,135,0,1,0,43.8,0.486,0.8,0.7,0.28,4,4,21,0,0,0,2,1,3,0,6,Orthodox,167.64,165.1,135,32,34,-1,-1,-2,0,1,4,0,-1,1,5.08,7.62,-2,-11.6889,-0.1333,1.4111,Red,KO/TKO,1.0,2:39,159.0,0
Joseph Benavidez,Alex Perez,100.0,-120.0,100.0,83.3333,2018-11-30,"Las Vegas, Nevada, USA", USA,False,Flyweight,MALE,3,0,3,0,45.6667,0.487,1.0,2.3333,0.35,3,0,6,0,0,0,1,1,1,0,3,Orthodox,167.64,165.1,135,1,0,0,48.1333,0.35,0.2667,1.0667,0.197,6,3,39,2,0,1,7,3,1,0,12,Southpaw,162.56,165.1,125,34,26,1,3,-3,-9,3,-33,-2,-2,0,5.08,0.0,8,-2.4667,0.7333,1.2667,Red,KO/TKO,1.0,4:19,259.0,0
Tim Means,Ricky Rainey,-340.0,280.0,29.4118,280.0,2018-11-30,"Las Vegas, Nevada, USA", USA,False,Welterweight,MALE,3,1,0,0,19.0,0.43,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Switch,185.42,195.58,170,2,0,0,50.1765,0.494,0.1176,0.4706,0.206,4,8,40,0,0,1,3,4,1,0,9,Orthodox,187.96,190.5,170,34,35,1,0,-4,-9,7,-38,0,-4,-1,-2.54,5.08,-1,-31.1765,-0.1176,-0.4706,neither,KO/TKO,1.0,1:18,78.0,0
Curtis Blaydes,Francis Ngannou,-240.0,200.0,41.6667,200.0,2018-11-24,"Beijing, China", China,False,Heavyweight,MALE,5,2,0,0,14.5,0.476,0.25,0.0,0.0,6,2,16,1,0,0,0,4,1,1,6,Orthodox,193.04,210.82,250,0,4,0,43.5714,0.546,0.0,4.7143,0.667,4,2,17,0,0,0,2,2,0,1,5,Orthodox,193.04,203.2,265,27,32,-2,-4,2,1,0,-1,1,2,1,0.0,7.62,-5,-29.0714,0.25,-4.7143,Red,KO/TKO,1.0,0:45,45.0,1
Hu Yaozong,Rashad Coulter,-125.0,105.0,80.0,105.0,2018-11-24,"Beijing, China", China,False,Light Heavyweight,MALE,3,3,0,0,25.3333,0.49,0.0,0.0,0.0,0,3,5,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,1,0,0,8.0,0.44,1.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,190.5,182.88,205,23,36,-2,0,0,0,-2,3,0,0,0,-10.16,10.16,-13,17.3333,-1.0,0.0,neither,U-DEC,3.0,5:00,900.0,1
Weili Zhang,Jessica Aguilar,-550.0,425.0,18.1818,425.0,2018-11-24,"Beijing, China", China,False,Women's Strawweight,FEMALE,3,0,1,0,85.0,0.513,0.0,1.3333,0.267,1,2,9,0,0,0,1,0,0,0,1,Orthodox,160.02,160.02,115,0,1,0,77.0,0.39,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,162.56,160.02,115,29,36,0,0,0,0,-2,6,0,0,0,-2.54,0.0,-7,8.0,0.0,0.3333,neither,SUB,1.0,3:41,221.0,0
Kevin Holland,John Phillips,-590.0,445.0,16.9492,445.0,2018-11-24,"Beijing, China", China,False,Middleweight,MALE,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,185,1,0,0,31.0,0.56,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,205.74,185,26,33,0,0,0,0,0,-2,0,0,0,-10.16,-15.24,-7,-31.0,-1.0,0.0,neither,SUB,3.0,4:05,845.0,0
Neil Magny,Santiago Ponzinibbio,175.0,-210.0,175.0,47.619,2018-11-17,"Buenos Aires, Buenos Aires, Argentina", Argentina,False,Welterweight,MALE,5,0,6,0,40.0,0.417,0.0,0.4,0.133,6,2,21,0,0,0,4,4,0,0,8,Orthodox,182.88,185.42,170,0,2,0,43.9474,0.435,0.2632,2.1579,0.437,7,5,48,0,0,1,7,5,1,0,14,Orthodox,190.5,203.2,170,31,32,0,4,-1,-6,3,-27,0,-1,-1,-7.62,-17.78,-1,-3.9474,-0.2632,-1.7579,Red,KO/TKO,4.0,2:36,1056.0,1
Ricardo Lamas,Darren Elkins,-175.0,155.0,57.1429,155.0,2018-11-17,"Buenos Aires, Buenos Aires, Argentina", Argentina,False,Featherweight,MALE,3,1,0,0,38.3684,0.336,1.1053,2.0526,0.334,6,5,48,0,0,2,8,3,1,0,14,Orthodox,177.8,180.34,145,2,0,0,29.5714,0.472,0.7143,0.9286,0.28,4,5,31,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,36,34,1,0,2,5,0,17,-1,0,-2,5.08,0.0,2,8.797,0.391,1.1241,Red,KO/TKO,3.0,4:09,849.0,0
Guido Cannetti,Marlon Vera,260.0,-320.0,260.0,31.25,2018-11-17,"Buenos Aires, Buenos Aires, Argentina", Argentina,False,Bantamweight,MALE,3,0,1,0,38.5556,0.432,0.8889,0.4444,0.193,3,4,23,0,0,0,1,2,2,0,5,Switch,172.72,177.8,135,0,1,0,27.75,0.51,0.25,1.75,0.475,1,2,9,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,135,38,25,0,0,2,3,-2,14,0,2,2,5.08,5.08,13,10.8056,0.6389,-1.3056,neither,SUB,2.0,1:31,391.0,1
Cynthia Calvillo,Poliana Botelho,150.0,-170.0,150.0,58.8235,2018-11-17,"Buenos Aires, Buenos Aires, Argentina", Argentina,False,Women's Strawweight,FEMALE,3,0,2,0,38.0,0.66,0.0,0.5,0.5,2,0,4,0,0,0,1,1,0,0,2,Orthodox,172.72,170.18,115,1,0,0,38.75,0.4,2.0,1.25,0.683,3,1,10,0,0,0,1,0,2,0,3,Orthodox,162.56,162.56,115,31,29,1,2,-1,-1,1,-6,0,1,-2,10.16,7.62,2,-0.75,-2.0,-0.75,neither,SUB,1.0,4:48,288.0,0
Michel Prazeres,Bartosz Fabinski,-145.0,125.0,68.9655,125.0,2018-11-17,"Buenos Aires, Buenos Aires, Argentina", Argentina,False,Welterweight,MALE,3,0,3,0,33.6667,0.71,0.0,7.3333,0.7,3,0,9,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,170,0,7,0,33.4545,0.483,0.5455,3.7273,0.419,7,2,31,0,0,3,4,0,2,0,9,Orthodox,167.64,170.18,170,37,32,0,-4,-4,-6,2,-22,0,0,-2,15.24,20.32,5,0.2121,-0.5455,3.6061,neither,SUB,1.0,1:02,62.0,0
Humberto Bandenay,Austin Arnett,-235.0,195.0,42.5532,195.0,2018-11-17,"Buenos Aires, Buenos Aires, Argentina", Argentina,False,Featherweight,MALE,3,2,0,0,27.5,0.34,0.0,0.5,0.5,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,1,0,0,3.5,0.855,0.5,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Southpaw,180.34,181.61,145,24,27,-1,0,-1,-1,-1,3,0,-1,0,2.54,1.27,-3,24.0,-0.5,0.5,neither,U-DEC,3.0,5:00,900.0,1
Chan Sung Jung,Yair Rodriguez,110.0,-130.0,110.0,76.9231,2018-11-10,"Denver, Colorado, USA", USA,False,Featherweight,MALE,5,1,0,0,51.1429,0.45,1.1429,1.1429,0.436,6,1,20,1,0,2,2,2,0,0,6,Orthodox,180.34,180.34,145,0,1,0,28.8,0.4,0.8,1.0,0.3,3,1,12,1,0,0,0,2,2,0,4,Orthodox,170.18,182.88,145,31,26,-1,-1,3,2,0,8,0,0,-2,10.16,-2.54,5,22.3429,0.3429,0.1429,Red,KO/TKO,5.0,4:59,1499.0,1
Donald Cerrone,Mike Perry,170.0,-200.0,170.0,50.0,2018-11-10,"Denver, Colorado, USA", USA,False,Welterweight,MALE,3,0,1,0,44.125,0.483,0.0,0.5,0.239,2,3,19,0,0,1,0,4,0,0,5,Orthodox,177.8,180.34,170,1,0,0,43.6786,0.494,0.3571,0.7143,0.291,8,8,60,1,0,0,6,9,5,0,20,Orthodox,185.42,185.42,155,35,27,1,1,-6,-15,5,-41,-1,-5,-5,-7.62,-5.08,8,0.4464,-0.3571,-0.2143,Red,SUB,1.0,4:46,286.0,0
Raquel Pennington,Germaine de Randamie,180.0,-220.0,180.0,45.4545,2018-11-10,"Denver, Colorado, USA", USA,False,Women's Bantamweight,FEMALE,3,0,3,0,35.6,0.45,0.0,0.0,0.0,3,1,12,1,0,1,1,2,0,0,4,Orthodox,175.26,180.34,135,1,0,0,51.4444,0.513,1.0,1.2222,0.542,4,3,26,1,0,1,3,0,2,0,6,Orthodox,170.18,170.18,135,30,34,1,3,-1,-2,2,-14,0,2,-2,5.08,10.16,-4,-15.8444,-1.0,-1.2222,Red,U-DEC,3.0,5:00,900.0,1
Michael Trizano,Luis Pena,145.0,-165.0,145.0,60.6061,2018-11-10,"Denver, Colorado, USA", USA,False,Lightweight,MALE,3,0,1,0,8.0,0.34,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,Southpaw,190.5,190.5,155,0,1,0,42.0,0.59,1.0,0.0,0.0,1,0,3,1,0,1,0,0,0,0,1,Orthodox,180.34,180.34,155,26,25,0,0,0,0,0,-2,-1,0,1,10.16,10.16,1,-34.0,0.0,1.0,neither,S-DEC,3.0,5:00,900.0,0
Ashley Yoder,Amanda Cooper,-140.0,120.0,71.4286,120.0,2018-11-10,"Denver, Colorado, USA", USA,False,Women's Strawweight,FEMALE,3,1,0,0,24.6,0.36,0.8,0.6,0.198,1,3,8,1,0,0,1,1,0,0,2,Switch,160.02,162.56,115,3,0,0,40.6667,0.323,0.0,1.3333,0.333,0,3,9,0,0,0,0,0,0,0,0,Southpaw,170.18,175.26,115,31,27,2,0,1,2,0,-1,1,1,0,-10.16,-12.7,4,-16.0667,0.8,-0.7333,neither,S-DEC,3.0,5:00,900.0,0
Davi Ramos,John Gunther,-1000.0,650.0,10.0,650.0,2018-11-10,"Denver, Colorado, USA", USA,False,Lightweight,MALE,3,0,1,0,27.0,0.38,0.0,8.0,0.42,1,0,3,0,1,0,0,0,0,0,1,Orthodox,175.26,182.88,155,0,2,0,32.0,0.407,0.6667,2.0,0.517,2,1,7,0,0,0,0,0,2,0,2,Orthodox,167.64,177.8,155,32,32,0,-1,-1,-1,1,-4,0,0,-2,7.62,5.08,0,-5.0,-0.6667,6.0,neither,SUB,1.0,1:57,117.0,0
Joseph Morales,Eric Shelton,125.0,-145.0,125.0,68.9655,2018-11-10,"Denver, Colorado, USA", USA,False,Flyweight,MALE,3,1,0,0,47.5,0.45,0.25,2.5,0.385,1,3,12,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,125,1,0,0,10.5,0.41,0.5,0.0,0.0,1,1,3,0,0,0,0,0,1,0,1,Switch,167.64,175.26,125,24,27,0,0,0,0,-2,9,0,0,-1,0.0,-2.54,-3,37.0,-0.25,2.5,neither,S-DEC,3.0,5:00,900.0,1
Mark De La Rosa,Joby Sanchez,-230.0,190.0,43.4783,190.0,2018-11-10,"Denver, Colorado, USA", USA,False,Bantamweight,MALE,3,2,0,0,33.5,0.263,0.25,0.5,0.25,1,3,9,0,0,1,0,0,0,0,1,Orthodox,167.64,172.72,135,0,1,0,13.5,0.53,0.5,1.0,0.33,1,1,4,0,0,0,0,0,1,0,1,Orthodox,167.64,165.1,135,24,27,-2,-1,0,0,-2,5,0,0,-1,0.0,7.62,-3,20.0,-0.25,-0.5,neither,S-DEC,3.0,5:00,900.0,0
Daniel Cormier,Derrick Lewis,-380.0,315.0,26.3158,315.0,2018-11-03,"New York City, New York, USA", USA,True,Heavyweight,MALE,5,0,3,0,27.6667,0.552,0.0,0.3333,0.222,6,3,34,0,0,1,1,10,0,0,12,Orthodox,190.5,200.66,260,0,2,0,50.5,0.549,0.5833,1.4167,0.371,4,2,34,7,0,1,3,3,3,0,10,Orthodox,180.34,182.88,235,39,33,0,1,2,2,-1,0,-7,7,-3,10.16,17.78,6,-22.8333,-0.5833,-1.0833,Red,SUB,2.0,2:14,434.0,0
Chris Weidman,Jacare Souza,-160.0,140.0,62.5,140.0,2018-11-03,"New York City, New York, USA", USA,False,Middleweight,MALE,3,1,0,0,22.5455,0.502,0.7273,1.1818,0.331,5,3,20,0,0,0,1,3,4,0,8,Orthodox,185.42,182.88,185,0,1,0,30.5385,0.466,0.7692,2.7692,0.638,9,3,32,5,0,0,3,4,3,0,10,Orthodox,187.96,198.12,185,34,38,-1,-1,-4,-2,0,-12,-5,-1,1,-2.54,-15.24,-4,-7.993,-0.042,-1.5874,Red,KO/TKO,3.0,2:46,766.0,1
David Branch,Jared Cannonier,-325.0,265.0,30.7692,265.0,2018-11-03,"New York City, New York, USA", USA,False,Middleweight,MALE,3,2,0,0,33.2857,0.499,0.0,0.1429,0.143,2,4,15,0,0,0,1,2,0,0,3,Switch,180.34,195.58,185,0,1,0,18.0,0.417,0.0,1.5714,0.354,2,3,17,0,0,1,2,1,0,0,4,Orthodox,185.42,198.12,185,37,34,-2,-1,0,-1,-1,-2,0,1,0,-5.08,-2.54,3,15.2857,0.0,-1.4286,Red,KO/TKO,2.0,0:39,339.0,1
Karl Roberson,Jack Marshman,-325.0,265.0,30.7692,265.0,2018-11-03,"New York City, New York, USA", USA,False,Middleweight,MALE,3,1,0,0,31.0,0.248,0.0,0.0,0.0,1,2,8,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,1,0,0,10.5,0.695,1.0,0.5,0.5,1,1,2,0,0,0,0,0,1,0,1,Southpaw,185.42,187.96,205,28,28,0,0,0,1,-1,6,0,1,-1,-2.54,-2.54,0,20.5,-1.0,-0.5,neither,U-DEC,3.0,5:00,900.0,0
Derek Brunson,Israel Adesanya,245.0,-290.0,245.0,34.4828,2018-11-03,"New York City, New York, USA", USA,False,Middleweight,MALE,3,0,3,0,76.0,0.567,0.3333,0.0,0.0,3,0,10,0,0,1,1,1,0,0,3,Switch,193.04,203.2,185,1,0,0,19.6923,0.456,0.2308,1.0,0.11,5,4,21,0,0,0,2,6,1,0,9,Southpaw,185.42,195.58,185,34,29,1,3,-2,-6,4,-11,0,-5,-1,7.62,7.62,5,56.3077,0.1026,-1.0,Red,KO/TKO,1.0,4:51,291.0,1
Jason Knight,Jordan Rinaldi,-300.0,250.0,33.3333,250.0,2018-11-03,"New York City, New York, USA", USA,False,Featherweight,MALE,3,1,0,0,10.3333,0.413,0.6667,0.6667,0.093,1,2,5,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,145,3,0,0,40.75,0.361,1.625,1.25,0.301,4,4,21,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,145,26,31,2,0,-3,-3,2,-16,0,-1,0,0.0,2.54,-5,-30.4167,-0.9583,-0.5833,neither,U-DEC,3.0,5:00,900.0,1
Sijara Eubanks,Roxanne Modafferi,-600.0,450.0,16.6667,450.0,2018-11-03,"New York City, New York, USA", USA,False,Women's Flyweight,FEMALE,3,0,1,0,75.0,0.307,0.3333,1.0,0.407,1,2,10,1,0,0,0,1,0,0,1,Orthodox,170.18,175.26,125,0,1,0,75.0,0.35,0.0,2.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Orthodox,162.56,170.18,135,33,36,0,0,0,0,-2,7,1,1,0,7.62,5.08,-3,0.0,0.3333,-1.0,Red,U-DEC,3.0,5:00,900.0,0
Julio Arce,Sheymon Moraes,-255.0,215.0,39.2157,215.0,2018-11-03,"New York City, New York, USA", USA,False,Featherweight,MALE,3,0,1,0,45.5,0.5,0.0,0.0,0.0,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,182.88,145,0,2,0,67.5,0.35,0.5,0.0,0.0,2,0,6,0,0,0,1,0,1,0,2,Southpaw,170.18,177.8,145,29,28,0,-1,-1,-1,-1,0,0,0,-1,2.54,5.08,1,-22.0,-0.5,0.0,neither,S-DEC,3.0,5:00,900.0,1
